Name;Categories;Price tax excluded;Tax rules ID;Quantity;Description;Short description;Image URLs;Active
Dosy Muud;Włóczki;649.00;1;10;Opis produktu Dosy Muud.;Krótki opis Dosy Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-Dosy-Whisky-Braz-370x444.webp;1
Dian Muud;Włóczki;180.00;1;10;Opis produktu Dian Muud.;Krótki opis Dian Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-Dian-Whisky-braz-370x444.jpg;1
Skórzana miarka dziewiarska Dana Muud;Włóczki;99.00;1;10;Opis produktu Skórzana miarka dziewiarska Dana Muud.;Krótki opis Skórzana miarka dziewiarska Dana Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-Dana-whisky-braz-370x444.jpg;1
Alpakka Silke Sandnes Garn;Włóczki;46.90;1;10;Opis produktu Alpakka Silke Sandnes Garn.;Krótki opis Alpakka Silke Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Sandnes-Garn-Alpakka-Silke-1002-370x444.jpg;1
Tynn Silk Mohair Sandnes Garn OUTLET;Włóczki;39.90;1;10;Opis produktu Tynn Silk Mohair Sandnes Garn OUTLET.;Krótki opis Tynn Silk Mohair Sandnes Garn OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2022/07/Tynn-silk-mohair-3021-370x444.webp;1
Concordia wzór z włóczką;Włóczki;540.00;1;10;Opis produktu Concordia wzór z włóczką.;Krótki opis Concordia wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Splotka-Concordia-Sweter-wzor-370x444.jpeg;1
Guzik Bling PetiteKnit 1 szt.;Włóczki;14.00;1;10;Opis produktu Guzik Bling PetiteKnit 1 szt..;Krótki opis Guzik Bling PetiteKnit 1 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-guzik-Bling-1-szt-370x444.jpg;1
Drew Mini Crossbody Muud;Włóczki;580.00;1;10;Opis produktu Drew Mini Crossbody Muud.;Krótki opis Drew Mini Crossbody Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-Drew-Mini-Crossbody-Whiskey-Braz-370x444.jpg;1
Woolly Hugs Paint Socks;Włóczki;55.90;1;10;Opis produktu Woolly Hugs Paint Socks.;Krótki opis Woolly Hugs Paint Socks.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Pro-Lana-Wooly-Hugs-Paint-Socks-201-370x444.jpg;1
Kolorowe markery agrafki Pascuali 20 szt.;Włóczki;13.90;1;10;Opis produktu Kolorowe markery agrafki Pascuali 20 szt..;Krótki opis Kolorowe markery agrafki Pascuali 20 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/04/Pascuali-kolorowe-agrafki-znaczniki-dziewiarskie-370x444.jpg;1
Złote markery agrafki Pascuali 20 szt.;Włóczki;13.90;1;10;Opis produktu Złote markery agrafki Pascuali 20 szt..;Krótki opis Złote markery agrafki Pascuali 20 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/04/Pascuali-zlote-agrafki-znaczniki-dziewiarskie-370x444.jpg;1
Tynn Peer Gynt Sandnes Garn OUTLET;Włóczki;20.90;1;10;Opis produktu Tynn Peer Gynt Sandnes Garn OUTLET.;Krótki opis Tynn Peer Gynt Sandnes Garn OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2022/09/Sandnes-Garn-Tynn-Peer-Gynt-8236-370x444.webp;1
Peer Gynt Sandnes Garn OUTLET;Włóczki;15.90;1;10;Opis produktu Peer Gynt Sandnes Garn OUTLET.;Krótki opis Peer Gynt Sandnes Garn OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2023/01/Sandnes-Garn-Peer-Gynt-1012-370x444.webp;1
Double Sunday Sandnes Garn OUTLET;Włóczki;29.90;1;10;Opis produktu Double Sunday Sandnes Garn OUTLET.;Krótki opis Double Sunday Sandnes Garn OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2022/10/Sandnes-Garn-double-sunday-5235-370x444.webp;1
Line Sandnes Garn OUTLET;Włóczki;21.00;1;10;Opis produktu Line Sandnes Garn OUTLET.;Krótki opis Line Sandnes Garn OUTLET.;https://miedzydrutami.pl/wp-content/uploads/2022/07/Sandnes-Garn-Line-1015-wloczka-bawelniana-z-lnem-370x444.webp;1
Re-Jeans Pascuali;Włóczki;29.90;1;10;Opis produktu Re-Jeans Pascuali.;Krótki opis Re-Jeans Pascuali.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Pascuali-Re-Jeans-01-370x444.jpg;1
Soft Fine Isager;Włóczki;38.00;1;10;Opis produktu Soft Fine Isager.;Krótki opis Soft Fine Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Isager-Soft-Fine-E6s-370x444.jpg;1
PetiteKnit wzory Florence Bag;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Florence Bag.;Krótki opis PetiteKnit wzory Florence Bag.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Florence-Bag-1-370x444.jpg;1
PetiteKnit wzory Lyon Sweater Chunky Edition;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Lyon Sweater Chunky Edition.;Krótki opis PetiteKnit wzory Lyon Sweater Chunky Edition.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Lyon-Sweater-Chunky-Edition-1-370x444.jpg;1
PetiteKnit wzory Louisiana Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Louisiana Sweater.;Krótki opis PetiteKnit wzory Louisiana Sweater.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Louisiana-Sweater-brown-borstet-alpaca-370x444.jpg;1
PetiteKnit wzory Copenhagen Cardigan;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Copenhagen Cardigan.;Krótki opis PetiteKnit wzory Copenhagen Cardigan.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-Copenhagen-Cardigan-370x444.jpg;1
Igły dziewiarskie Clover 3 szt.;Włóczki;25.00;1;10;Opis produktu Igły dziewiarskie Clover 3 szt..;Krótki opis Igły dziewiarskie Clover 3 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/04/clover-igly-z-pojemnikiem-370x444.jpg;1
Druty wymienne Mindful KnitPro 10 cm;Włóczki;33.00;1;10;Opis produktu Druty wymienne Mindful KnitPro 10 cm.;Krótki opis Druty wymienne Mindful KnitPro 10 cm.;https://miedzydrutami.pl/wp-content/uploads/2024/04/KnitPro-Mindful-druty-wymienne-krotkie-10-cm-370x444.jpg;1
Zatyczki KnitPro;Włóczki;12.00;1;10;Opis produktu Zatyczki KnitPro.;Krótki opis Zatyczki KnitPro.;https://miedzydrutami.pl/wp-content/uploads/2024/04/knitpro-zatyczki-do-drutow-370x444.jpg;1
Fuksja Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Fuksja Woollala Pure Silk Lace 600.;Krótki opis Fuksja Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/04/WOOLLALA-PURE-SILK-LACE-600-FUKSJA-370x444.jpg;1
Emma Speckled Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Emma Speckled Woollala Pure Silk 100.;Krótki opis Emma Speckled Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/04/WOOLLALA-PURE-SILK-100-EMMA-SPECKLED-370x444.jpg;1
Enjoy Your Life Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Enjoy Your Life Woollala Pure Silk 100.;Krótki opis Enjoy Your Life Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/04/WOOLLALA-PURE-SILK-100-ENJOY-YOUR-LIFE-370x444.jpg;1
Denim Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Denim Woollala Pure Silk 100.;Krótki opis Denim Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/04/WOOLLALA-PURE-SILK-100-DENIM-370x444.jpg;1
Anne Eliot Woollala Pure Silk 100;Włóczki;149.00;1;10;Opis produktu Anne Eliot Woollala Pure Silk 100.;Krótki opis Anne Eliot Woollala Pure Silk 100.;https://miedzydrutami.pl/wp-content/uploads/2024/04/WOOLLALA-PURE-SILK-100-ANNIE-ELIOT-370x444.jpg;1
Druty wymienne KnitPro Zing 10 cm;Włóczki;32.00;1;10;Opis produktu Druty wymienne KnitPro Zing 10 cm.;Krótki opis Druty wymienne KnitPro Zing 10 cm.;https://miedzydrutami.pl/wp-content/uploads/2023/12/druty-wymienne-knitpro-zing-370x444.jpg;1
Kardigan YOLDA wzór z włóczką natural;Włóczki;520.00;1;10;Opis produktu Kardigan YOLDA wzór z włóczką natural.;Krótki opis Kardigan YOLDA wzór z włóczką natural.;https://miedzydrutami.pl/wp-content/uploads/2024/04/YOLDA-kardigan-1-370x444.jpg;1
Kardigan YOLDA wzór z włóczką;Włóczki;590.00;1;10;Opis produktu Kardigan YOLDA wzór z włóczką.;Krótki opis Kardigan YOLDA wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/04/YOLDA-kardigan-1-370x444.jpg;1
New Nepal Pascuali;Włóczki;42.00;1;10;Opis produktu New Nepal Pascuali.;Krótki opis New Nepal Pascuali.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Pascuali-New-Nepal-00-370x444.jpg;1
Spodenki LAL wzór z włóczką;Włóczki;168.00;1;10;Opis produktu Spodenki LAL wzór z włóczką.;Krótki opis Spodenki LAL wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Lal-pascuali-wzor-spodenki-370x444.jpg;1
Niezapominajki Woollala KidSilk Lace;Włóczki;112.00;1;10;Opis produktu Niezapominajki Woollala KidSilk Lace.;Krótki opis Niezapominajki Woollala KidSilk Lace.;https://miedzydrutami.pl/wp-content/uploads/2024/04/WOOLLALA-KIDSILK-LACE-NIEZAPOMINAJKI-370x444.jpg;1
Desert Sand Beige Woollala KidSilk Lace;Włóczki;112.00;1;10;Opis produktu Desert Sand Beige Woollala KidSilk Lace.;Krótki opis Desert Sand Beige Woollala KidSilk Lace.;https://miedzydrutami.pl/wp-content/uploads/2024/04/WOOLLALA-KIDSILK-LACE-DESERT-SAND-BEIGE-370x444.jpg;1
Alpaca 2 Isager;Włóczki;35.50;1;10;Opis produktu Alpaca 2 Isager.;Krótki opis Alpaca 2 Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Isager-Alpaca-2-59-370x444.jpg;1
Przyszywane uchwyty do paska Caisa Muud;Włóczki;59.00;1;10;Opis produktu Przyszywane uchwyty do paska Caisa Muud.;Krótki opis Przyszywane uchwyty do paska Caisa Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Przyszywane-uchwyty-do-paska-caisa-muud-braz-370x444.jpg;1
Pasek Caia Muud;Włóczki;115.00;1;10;Opis produktu Pasek Caia Muud.;Krótki opis Pasek Caia Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-pasek-Caia-brazowy-370x444.jpg;1
Pasek Caia Muud;Włóczki;115.00;1;10;Opis produktu Pasek Caia Muud.;Krótki opis Pasek Caia Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-pasek-Caia-brazowy-370x444.jpg;1
PetiteKnit wzory June Top Light;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory June Top Light.;Krótki opis PetiteKnit wzory June Top Light.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-June-Top-Light-1-370x444.jpg;1
Pasta do czyszczenia skóry z gąbką Muud;Włóczki;49.00;1;10;Opis produktu Pasta do czyszczenia skóry z gąbką Muud.;Krótki opis Pasta do czyszczenia skóry z gąbką Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-pasta-do-czyszczenia-skory-z-gabka-effekt-370x444.jpg;1
Spray do czyszczenia skóry EFFEKTIV Muud;Włóczki;49.00;1;10;Opis produktu Spray do czyszczenia skóry EFFEKTIV Muud.;Krótki opis Spray do czyszczenia skóry EFFEKTIV Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/04/Muud-spray-do-czyszczenia-skory-200-ml-370x444.jpg;1
Składana metka PetiteKnit logo;Włóczki;4.00;1;10;Opis produktu Składana metka PetiteKnit logo.;Krótki opis Składana metka PetiteKnit logo.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-metka-skladana-logo-370x444.jpg;1
Metka PetiteKnit „P”;Włóczki;4.00;1;10;Opis produktu Metka PetiteKnit „P”.;Krótki opis Metka PetiteKnit „P”.;https://miedzydrutami.pl/wp-content/uploads/2024/04/PetiteKnit-metka-P-1-370x444.jpg;1
Yucca Zipper wzór z włóczką;Włóczki;400.00;1;10;Opis produktu Yucca Zipper wzór z włóczką.;Krótki opis Yucca Zipper wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Yucca-Zipper-Dagna-370x444.jpg;1
Lime Cardi wzór z włóczką;Włóczki;292.00;1;10;Opis produktu Lime Cardi wzór z włóczką.;Krótki opis Lime Cardi wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Lime-Cardi-kardigan-rozpinany-okladka-pion-370x444.jpg;1
PetiteKnit wzory Cloud Blouse;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Cloud Blouse.;Krótki opis PetiteKnit wzory Cloud Blouse.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit-Cloud-Blouse-zielona-370x444.jpg;1
PetiteKnit organiczne mydło do prania 250 ml;Włóczki;59.00;1;10;Opis produktu PetiteKnit organiczne mydło do prania 250 ml.;Krótki opis PetiteKnit organiczne mydło do prania 250 ml.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_mydlo_w_plynie_z_lanolina-370x444.jpg;1
Oliwki Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Oliwki Woollala Pure Silk Lace 600.;Krótki opis Oliwki Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-OLIWKI-370x444.jpg;1
Niezapominajki Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Niezapominajki Woollala Pure Silk Lace 600.;Krótki opis Niezapominajki Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-NIEZAPOMINAJKI-370x444.jpg;1
Light Gray Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Light Gray Woollala Pure Silk Lace 600.;Krótki opis Light Gray Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-LIGHT-GRAY-370x444.jpg;1
Frosty Dawn Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Frosty Dawn Woollala Pure Silk Lace 600.;Krótki opis Frosty Dawn Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-FROSTY-DAWN-370x444.jpg;1
Old English Rose Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Old English Rose Woollala Pure Silk Lace 600.;Krótki opis Old English Rose Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-OLD-ENGLISH-ROSE-370x444.jpg;1
Mr. Darcy Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Mr. Darcy Woollala Pure Silk Lace 600.;Krótki opis Mr. Darcy Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-MR-DARCY-370x444.jpg;1
Golden Caramel Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Golden Caramel Woollala Pure Silk Lace 600.;Krótki opis Golden Caramel Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-GOLDEN-CARAMEL-370x444.jpg;1
Carmine Red Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Carmine Red Woollala Pure Silk Lace 600.;Krótki opis Carmine Red Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-CARMINE-RED-370x444.jpg;1
Sepia Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Sepia Woollala Pure Silk Lace 600.;Krótki opis Sepia Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-SEPIA-370x444.jpg;1
Graphite Woollala Pure Silk Lace 600;Włóczki;149.00;1;10;Opis produktu Graphite Woollala Pure Silk Lace 600.;Krótki opis Graphite Woollala Pure Silk Lace 600.;https://miedzydrutami.pl/wp-content/uploads/2024/03/WOOLLALA-PURE-SILK-LACE-600-GRAPHITE-370x444.jpg;1
Hor Organic Isager;Włóczki;45.00;1;10;Opis produktu Hor Organic Isager.;Krótki opis Hor Organic Isager.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Isager-Hor-organic-camel-370x444.jpg;1
Byzantine Woollala Sock 100;Włóczki;109.00;1;10;Opis produktu Byzantine Woollala Sock 100.;Krótki opis Byzantine Woollala Sock 100.;https://miedzydrutami.pl/wp-content/uploads/2024/03/woollala-sock-merino-byzantine-370x444.jpg;1
Moon Sand Speckled Woollala Sock 100;Włóczki;109.00;1;10;Opis produktu Moon Sand Speckled Woollala Sock 100.;Krótki opis Moon Sand Speckled Woollala Sock 100.;https://miedzydrutami.pl/wp-content/uploads/2024/03/woollala-sock-merino-moon-sand-speckled-370x444.jpg;1
Secret Woollala Sock 100;Włóczki;109.00;1;10;Opis produktu Secret Woollala Sock 100.;Krótki opis Secret Woollala Sock 100.;https://miedzydrutami.pl/wp-content/uploads/2024/03/woollala-sock-merino-secret-370x444.jpg;1
Georgina Speckled Woollala Sock 100;Włóczki;109.00;1;10;Opis produktu Georgina Speckled Woollala Sock 100.;Krótki opis Georgina Speckled Woollala Sock 100.;https://miedzydrutami.pl/wp-content/uploads/2024/03/woollala-sock-merino-georgina-speckled-370x444.jpg;1
Pale Pink Woollala Sock 100;Włóczki;109.00;1;10;Opis produktu Pale Pink Woollala Sock 100.;Krótki opis Pale Pink Woollala Sock 100.;https://miedzydrutami.pl/wp-content/uploads/2024/03/woollala-sock-merino-pale-pink-370x444.jpg;1
PetiteKnit wzory Esther Sweater Junior;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Esther Sweater Junior.;Krótki opis PetiteKnit wzory Esther Sweater Junior.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Esther_Sweater_Junior-370x444.jpg;1
PetiteKnit wzory Cloud Sweater Junior;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Cloud Sweater Junior.;Krótki opis PetiteKnit wzory Cloud Sweater Junior.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Cloud_Sweater_Junior_1-370x444.jpg;1
PetiteKnit wzory Esther Sweater;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Esther Sweater.;Krótki opis PetiteKnit wzory Esther Sweater.;https://miedzydrutami.pl/wp-content/uploads/2024/03/petiteknit_esther_sweater_1-370x444.jpg;1
PetiteKnit wzory Lulu Slipover Junior;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Lulu Slipover Junior.;Krótki opis PetiteKnit wzory Lulu Slipover Junior.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Lulu_Slipover_Junior-370x444.jpg;1
PetiteKnit wzory Terrazzo Bag;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Terrazzo Bag.;Krótki opis PetiteKnit wzory Terrazzo Bag.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Terrazzo_Bag_blue-370x444.jpg;1
PetiteKnit wzory Ruffle Socks Junior;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Ruffle Socks Junior.;Krótki opis PetiteKnit wzory Ruffle Socks Junior.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Ruffle_Socks_Junior-370x444.jpg;1
PetiteKnit wzory Anker’s Suit;Włóczki;35.00;1;10;Opis produktu PetiteKnit wzory Anker’s Suit.;Krótki opis PetiteKnit wzory Anker’s Suit.;https://miedzydrutami.pl/wp-content/uploads/2024/03/PetiteKnit_Ankers_Suit-370x444.jpg;1
Saszetka Wind Muud;Włóczki;179.00;1;10;Opis produktu Saszetka Wind Muud.;Krótki opis Saszetka Wind Muud.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Muud_Wind_Clutch_Living_Whisky_1-370x444.jpg;1
Top LUANA wzór z włóczką;Włóczki;158.00;1;10;Opis produktu Top LUANA wzór z włóczką.;Krótki opis Top LUANA wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Luana-pascuali-wzor-top-370x444.jpg;1
Koszula SOLO Tee wzór z włóczką;Włóczki;114.00;1;10;Opis produktu Koszula SOLO Tee wzór z włóczką.;Krótki opis Koszula SOLO Tee wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/dagna-zielinska-solo-tee-370x444.jpg;1
Top SUMMER wzór z włóczką;Włóczki;90.00;1;10;Opis produktu Top SUMMER wzór z włóczką.;Krótki opis Top SUMMER wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/dagna-zielinska-summer-top-370x444.jpg;1
Sukienka MY PEONY DRESS wzór z włóczką;Włóczki;219.00;1;10;Opis produktu Sukienka MY PEONY DRESS wzór z włóczką.;Krótki opis Sukienka MY PEONY DRESS wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/dagna-zielinska-my-peony-dress-370x444.jpg;1
Top RENETA wzór z włóczką natural;Włóczki;150.00;1;10;Opis produktu Top RENETA wzór z włóczką natural.;Krótki opis Top RENETA wzór z włóczką natural.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Reneta-pascuali-wzor-top-370x444.jpg;1
Top RENETA wzór z włóczką;Włóczki;197.00;1;10;Opis produktu Top RENETA wzór z włóczką.;Krótki opis Top RENETA wzór z włóczką.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Reneta-pascuali-wzor-top-370x444.jpg;1
Top LUANA wzór z włóczką natural;Włóczki;120.00;1;10;Opis produktu Top LUANA wzór z włóczką natural.;Krótki opis Top LUANA wzór z włóczką natural.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Luana-pascuali-wzor-top-370x444.jpg;1
Sensai ITO moherowy szal z jedwabiem;Włóczki;750.00;1;10;Opis produktu Sensai ITO moherowy szal z jedwabiem.;Krótki opis Sensai ITO moherowy szal z jedwabiem.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Szal-ITO-Sensai-kolor-343-370x444.jpg;1
Tiril 19 Sandnes Garn;Włóczki;25.00;1;10;Opis produktu Tiril 19 Sandnes Garn.;Krótki opis Tiril 19 Sandnes Garn.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Tiril-19-Sandnes-Garn-czasopismo-370x444.jpg;1
Sole Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Sole Pascuali wzornik kolorów.;Krótki opis Sole Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Pascuali-wzornik-kolorow-SOLE-370x444.webp;1
Nepal Pascuali wzornik kolorów;Włóczki;9.90;1;10;Opis produktu Nepal Pascuali wzornik kolorów.;Krótki opis Nepal Pascuali wzornik kolorów.;https://miedzydrutami.pl/wp-content/uploads/2024/03/Pascuali-wzornik-kolorow-NEPAL-370x444.webp;1
ADDI elektroniczny licznik rzędów;Włóczki;20.00;1;10;Opis produktu ADDI elektroniczny licznik rzędów.;Krótki opis ADDI elektroniczny licznik rzędów.;https://miedzydrutami.pl/wp-content/uploads/2024/03/addi-licznik-rzedow-370x444.jpg;1
Igły dziewiarskie Tulip 5 szt.;Włóczki;50.00;1;10;Opis produktu Igły dziewiarskie Tulip 5 szt..;Krótki opis Igły dziewiarskie Tulip 5 szt..;https://miedzydrutami.pl/wp-content/uploads/2024/03/tulip-ifly-zestaw-magnetyczny-5-370x444.jpg;1
